Date,Open,High,Low,Adj Close,Close
2001/12/11,287.307678,288.461548,280.307678,159.671616,283
2001/12/12,288.076935,288.153839,278.538452,160.80011,285
2001/12/13,283.461548,291.538452,281.153839,160.80011,285
2001/12/14,285,292.230774,280.384613,163.404068,289.615387
2001/12/17,290.769226,298.846161,290,166.225204,294.615387
2001/12/18,305.769226,308.461548,302.692322,172.388092,305.538452
2001/12/19,305.384613,315.230774,303.846161,176.988571,313.692322
2001/12/20,313.846161,316.615387,312.538452,177.248947,314.153839
2001/12/21,316.153839,318.384613,315,179.462418,318.076935
2001/12/24,318.076935,318.384613,315.384613,178.768005,316.846161
2001/12/26,314.615387,317.538452,311.923065,175.990326,311.923065
2001/12/27,311.538452,315,310.153839,178.518875,315
2001/12/28,313.615387,316.307678,310.923065,177.559692,313.307678
2001/12/31,311.923065,313.846161,307.923065,174.726166,308.307678
2002/1/2,310,315,308.076935,178.518875,315
2002/1/3,311.153839,314.769226,308.846161,177.036652,312.384613
2002/1/4,313.846161,318,309.846161,178.518875,315
2002/1/7,312.692322,314.230774,300.769226,171.587296,302.769226
2002/1/8,305,307.769226,296.923065,169.799973,299.615387
2002/1/9,297.692322,304.615387,293.769226,168.056183,296.538452
2002/1/10,296.538452,299.230774,295.384613,168.317703,297
2002/1/11,300.769226,301.153839,293.538452,166.661133,294.076935
2002/1/14,293.846161,295.769226,290.615387,165.222549,291.538452
2002/1/15,290.769226,299.923065,289,168.753662,297.769226
2002/1/16,295.384613,296.076935,290.076935,164.437866,290.153839
2002/1/17,299.230774,299.307678,294.615387,168.928131,298.076935
2002/1/18,295.692322,299.230774,294.230774,168.622864,297.538452
2002/1/22,303.461548,303.461548,294.076935,166.96637,294.615387
2002/1/23,294.615387,294.692322,288.384613,164.132645,289.615387
2002/1/24,293.076935,296.846161,287.230774,163.696732,288.846161
2002/1/25,292.307678,295.230774,289.307678,166.791931,294.307678
2002/1/28,296.923065,297.076935,290.461548,166.312408,293.461548
2002/1/29,292.307678,294,278.615387,158.945023,280.461548
2002/1/30,280,286.923065,265.307678,160.775909,283.692322
2002/1/31,284.615387,286.384613,273.076935,161.953018,285.769226
2002/2/1,283.846161,284.615387,279.923065,160.645172,283.461548
2002/2/4,276.153839,276.153839,267.076935,152.58017,269.230774
2002/2/5,270,281.307678,269.923065,157.855057,278.538452
2002/2/6,279.615387,285.307678,276.461548,161.124695,284.307678
2002/2/7,284.692322,291.076935,281.153839,162.170914,286.153839
2002/2/8,287.692322,290.384613,278.692322,162.388901,286.538452
2002/2/11,286.538452,291.538452,285,164.786575,290.769226
2002/2/12,288.461548,289.230774,284.230774,163.478836,288.461548
2002/2/13,290,295.153839,288.461548,166.094482,293.076935
2002/2/14,293.076935,298.846161,288.769226,165.658478,292.307678
2002/2/15,292.307678,292.307678,284.769226,161.778564,285.461548
2002/2/19,283.846161,284.615387,279.384613,158.683395,280
2002/2/20,281,290.384613,278.076935,163.783905,289
2002/2/21,292.153839,295.846161,287.538452,163.565979,288.615387
2002/2/22,288.615387,295.230774,285.230774,166.050888,293
2002/2/25,292.692322,302.153839,292.307678,170.889771,301.538452
2002/2/26,301.538452,301.923065,296.153839,168.928131,298.076935
2002/2/27,301.923065,303.692322,296.153839,169.716446,298.076935
2002/2/28,301.923065,305,295.846161,168.621475,296.153839
2002/3/1,300.769226,303.461548,297.692322,172.782257,303.461548
2002/3/4,306.153839,309.615387,303.615387,176.067093,309.230774
2002/3/5,307.307678,313.846161,306.153839,177.381058,311.538452
2002/3/6,311.538452,320.538452,310.769226,181.979828,319.615387
2002/3/7,321.153839,321.538452,310.769226,179.352005,315
2002/3/8,319.230774,321.846161,309.538452,177.819092,312.307678
2002/3/11,315.384613,318.230774,314.307678,180.227921,316.538452
2002/3/12,311.538452,319.461548,310.230774,180.008911,316.153839
2002/3/13,313.461548,313.538452,307.076935,175.191162,307.692322
2002/3/14,309.615387,311.923065,307.692322,176.986877,310.846161
2002/3/15,311.923065,314.615387,307,176.023361,309.153839
2002/3/18,309.615387,311.923065,305.615387,174.753113,306.923065
2002/3/19,307.692322,308.461548,304.538452,174.753113,306.923065
2002/3/20,305.692322,308.769226,296.153839,169.935471,298.461548
2002/3/21,294.615387,296.923065,283.307678,164.022644,288.076935
2002/3/22,288.615387,292.230774,284.846161,165.862228,291.307678
2002/3/25,293.230774,294.076935,284.615387,162.227036,284.923065
2002/3/26,285.384613,290.923065,284.615387,163.409531,287
2002/3/27,286.692322,292.846161,285,164.022644,288.076935
2002/3/28,290,291.846161,286.461548,163.803741,287.692322
2002/4/1,285,288.076935,281.538452,163.365799,286.923065
2002/4/2,286.153839,286.153839,282.307678,162.489761,285.384613
2002/4/3,285.384613,286.307678,276.923065,160.956909,282.692322
2002/4/4,282.692322,287.307678,281.846161,163.365799,286.923065
2002/4/5,289.230774,290.769226,282.846161,162.489761,285.384613
2002/4/8,280.769226,283.769226,279.846161,161.438629,283.538452
2002/4/9,283.076935,284.230774,278.923065,159.642944,280.384613
2002/4/10,281,287.384613,280,162.92775,286.153839
2002/4/11,282.307678,282.846161,257.692322,147.817505,259.615387
2002/4/12,265,265,253.846161,146.941559,258.076935
2002/4/15,254.615387,255.769226,243.384613,139.495956,245
2002/4/16,250,256.615387,247.615387,144.970657,254.615387
2002/4/17,257.692322,261.384613,255.461533,147.379562,258.846161
2002/4/18,258.923065,261.692322,253.846161,148.036545,260
2002/4/19,262.692322,262.692322,257.846161,147.598495,259.230774
2002/4/22,258.076935,258.076935,252.307693,143.919525,252.769226
2002/4/23,257.692322,261.384613,251.153839,143.656754,252.307693
2002/4/24,252.692307,255.07692,249.07692,142.342819,250
2002/4/25,248.07692,255.307693,244.769226,140.371872,246.538467
2002/4/26,252.307693,252.307693,242.153839,137.962997,242.307693
2002/4/29,244.230774,245.230774,236,135.11618,237.307693
2002/4/30,236.92308,245.384613,231.92308,138.182022,242.692307
2002/5/1,244.230774,245.07692,236.538467,138.838974,243.846161
2002/5/2,243.461533,245,238.92308,138.401001,243.07692
2002/5/3,240.769226,243.846161,236.461533,138.838974,243.846161
2002/5/6,242.692307,246.538467,237.615387,135.6418,238.230774
2002/5/7,238.461533,241.230774,234.692307,134.240219,235.769226
2002/5/8,241.153839,254,240.769226,143.875732,252.692307
2002/5/9,250,250.153839,241.07692,137.91925,242.230774
2002/5/10,244.230774,244.230774,235.461533,134.240219,235.769226
2002/5/13,235,238.846161,233.846161,135.11618,237.307693
2002/5/14,242.692307,243.538467,237.692307,138.313446,242.92308
2002/5/15,241.92308,243.846161,237.769226,135.466537,237.92308
2002/5/16,241.153839,246.153839,239.538467,140.152908,246.153839
2002/5/17,249.230774,257.307678,248.07692,146.503555,257.307678
2002/5/20,253.846161,253.92308,249.846161,142.780869,250.769226
2002/5/21,253.07692,255.384613,246.153839,140.809875,247.307693
2002/5/22,246.153839,247.615387,242.307693,139.802505,245.538467
2002/5/23,246.92308,253.461533,244.769226,144.313705,253.461533
2002/5/24,253.461533,253.846161,249.846161,142.780869,250.769226
2002/5/28,251.92308,252.615387,245.07692,140.371872,246.538467
2002/5/29,245,248.384613,240.846161,137.525055,241.538467
2002/5/30,237.692307,241.538467,236.538467,136.649109,240
2002/5/31,240,243.692307,238.461533,136.386246,239.538467
2002/6/3,239.538467,239.615387,230.384613,131.875153,231.615387
2002/6/4,230.769226,233.92308,229.153839,131.61235,231.153839
2002/6/5,232.692307,234.307693,229.307693,132.050354,231.92308
2002/6/6,233.07692,233.07692,223.92308,128.327515,225.384613
2002/6/7,218.461533,232.692307,218.461533,132.269287,232.307693
2002/6/10,231.92308,233.846161,228.846161,131.174393,230.384613
2002/6/11,231.538467,234.230774,225.769226,128.765472,226.153839
2002/6/12,226.153839,233.92308,225.769226,132.926224,233.461533
2002/6/13,230.769226,234.230774,228.769226,130.736404,229.615387
2002/6/14,226.92308,229.230774,222.153839,130.079407,228.461533
2002/6/17,230.769226,235.769226,229.846161,133.627045,234.692307
2002/6/18,233.846161,241.538467,232.615387,136.430099,239.615387
2002/6/19,236.153839,241.230774,233.07692,132.926224,233.461533
2002/6/20,232.692307,234.92308,227.692307,130.079407,228.461533
2002/6/21,224.230774,228.461533,221.153839,126.794579,222.692307
2002/6/24,219.615387,230.769226,216.153839,129.641403,227.692307
2002/6/25,230.384613,232.230774,220.769226,126.575577,222.307693
2002/6/26,211.538467,230.07692,210.92308,130.013275,226.92308
2002/6/27,228.461533,230.769226,221.07692,131.776123,230
2002/6/28,230,232.692307,223.230774,128.030029,223.461533
2002/7/1,223.538467,227.230774,217.307693,125.385643,218.846161
2002/7/2,216.538467,219.307693,210.846161,123.843163,216.153839
2002/7/3,209.615387,215,206.92308,122.96167,214.615387
2002/7/5,221.153839,228.846161,219.230774,130.850601,228.384613
2002/7/8,228.461533,230.153839,223.692307,129.704727,226.384613
2002/7/9,226.153839,228.692307,217.230774,124.724556,217.692307
2002/7/10,218.461533,221.153839,208.07692,119.21553,208.07692
2002/7/11,206.153839,214.230774,203.07692,120.537697,210.384613
2002/7/12,216.153839,230.230774,208.846161,126.0467,220
2002/7/15,219.07692,219.384613,194.230774,124.504219,217.307693
2002/7/16,210.153839,216.538467,210.153839,121.419136,211.92308
2002/7/17,218.461533,219.153839,211.153839,124.504219,217.307693
2002/7/18,215.769226,220.307693,211.615387,122.080261,213.07692
2002/7/19,208.461533,213.07692,201.92308,116.879753,204
2002/7/22,203.846161,206.846161,194.92308,113.089516,197.384613
2002/7/23,199.846161,201.153839,188.230774,109.299255,190.769226
2002/7/24,186.07692,205.769226,177.07692,116.923752,204.07692
2002/7/25,204.615387,209.230774,198.846161,117.452614,205
2002/7/26,208.07692,214.461533,203.769226,122.520981,213.846161
2002/7/29,222.230774,234.230774,221.846161,134.200165,234.230774
2002/7/30,230.769226,244.307693,228,139.268433,243.07692
2002/7/31,243.07692,247.692307,232.615387,141.912766,247.692307
2002/8/1,246.92308,248.384613,240.384613,138.386963,241.538467
2002/8/2,237.307693,240.307693,223.769226,130.013275,226.92308
2002/8/5,225.769226,228.384613,217.461533,124.724556,217.692307
2002/8/6,225,235.384613,224.615387,130.674301,228.07692
2002/8/7,234.384613,237.384613,227.307693,135.522263,236.538467
2002/8/8,236.92308,247.692307,235.461533,140.810974,245.769226
2002/8/9,242.307693,250.384613,240.307693,142.794235,249.230774
2002/8/12,244.307693,249.230774,241.92308,142.133133,248.07692
2002/8/13,244.615387,247.92308,236.92308,136.403763,238.07692
2002/8/14,236.538467,247.307693,229.230774,140.590576,245.384613
2002/8/15,245.384613,249.307693,239.846161,142.309387,248.384613
2002/8/16,246.153839,248.461533,240,139.048035,242.692307
2002/8/19,242.692307,253,242.307693,144.95372,253
2002/8/20,251.153839,251.846161,245.384613,142.133133,248.07692
2002/8/21,251.153839,253,245.07692,142.353485,248.461533
2002/8/22,249.230774,253.692307,247.153839,144.116409,251.538467
2002/8/23,248.07692,249.307693,246.07692,142.133133,248.07692
2002/8/26,248.846161,249.230774,240.692307,141.339813,246.692307
2002/8/27,250,251.92308,243.692307,140.810974,245.769226
2002/8/28,243.07692,244.615387,238.538467,137.946213,240.769226
2002/8/29,234.615387,235.92308,231.153839,133.759384,233.461533
2002/8/30,232.307693,236,230.615387,132.877869,231.92308
2002/9/3,226.92308,227.07692,218.769226,125.429695,218.92308
2002/9/4,220,223,217.538467,126.48748,220.769226
2002/9/5,217.692307,221.846161,214.92308,123.402344,215.384613
2002/9/6,221.92308,222.307693,217.307693,124.724556,217.692307
2002/9/9,216.538467,224.07692,214.92308,126.839981,221.384613
2002/9/10,224.615387,227.692307,220.230774,128.16217,223.692307
2002/9/11,225.846161,228.461533,222.307693,127.809662,223.07692
2002/9/12,221.153839,221.692307,214.230774,123.402344,215.384613
2002/9/13,212.692307,213.461533,207.307693,119.21553,208.07692
2002/9/16,208.461533,215.230774,208.07692,122.96167,214.615387
2002/9/17,222.615387,222.615387,211.615387,122.080261,213.07692
2002/9/18,209.230774,214.615387,206.92308,120.537697,210.384613
2002/9/19,205.769226,209.615387,204.230774,117.011948,204.230774
2002/9/20,204.307693,206.92308,200.153839,117.893394,205.769226
2002/9/23,202.692307,205.538467,199.461533,116.350838,203.07692
2002/9/24,197.307693,203.07692,196.538467,114.147224,199.230774
2002/9/25,207.692307,209.07692,201,119.827888,207.692307
2002/9/26,211.538467,215.461533,198.384613,117.120758,203
2002/9/27,194.230774,194.615387,187.230774,108.599632,188.230774
2002/9/30,184.615387,191.153839,180.846161,109.398468,189.615387
2002/10/1,190.384613,201.538467,189.230774,116.277512,201.538467
2002/10/2,198.07692,199.769226,186.07692,110.064163,190.769226
2002/10/3,191.153839,199.07692,188.92308,109.265335,189.384613
2002/10/4,194.230774,194.615387,184.615387,106.558105,184.692307
2002/10/7,184.769226,188.153839,175.692307,101.853798,176.538467
2002/10/8,178.846161,183.846161,173,103.629021,179.615387
2002/10/9,173.461533,173.538467,168.461533,97.637634,169.230774
2002/10/10,166.538467,173.846161,164.615387,100.300453,173.846161
2002/10/11,184.461533,191.615387,180.307693,107.445747,186.230774
2002/10/14,186.153839,190.384613,183.769226,108.067055,187.307693
2002/10/15,196.153839,202.07692,194.615387,116.277512,201.538467
2002/10/16,198.846161,200.461533,193.769226,113.614647,196.92308
2002/10/17,206.92308,207.307693,203.07692,119.33976,206.846161
2002/10/18,204.615387,206.846161,200.692307,118.274605,205
2002/10/21,201.538467,209.307693,201.538467,120.49366,208.846161
2002/10/22,207.769226,208.230774,203.846161,120.138649,208.230774
2002/10/23,207.307693,207.692307,200.769226,119.384132,206.92308
2002/10/24,208.461533,209.230774,197.307693,115.38987,200
2002/10/25,198.461533,203.461533,198.230774,116.454971,201.846161
2002/10/28,206.538467,206.92308,200.307693,116.499428,201.92308
2002/10/29,201.538467,202,193.846161,114.724167,198.846161
2002/10/30,197.307693,198.461533,191.538467,111.617477,193.461533
2002/10/31,193.846161,197.307693,192.615387,112.061287,194.230774
2002/11/1,194.461533,200,192,115.38987,200
2002/11/4,203.846161,207.615387,201.615387,117.608932,203.846161
2002/11/5,203.07692,204.615387,200.384613,117.608932,203.846161
2002/11/6,206.92308,207.538467,199.615387,118.052734,204.615387
2002/11/7,204.692307,204.692307,198.07692,115.878044,200.846161
2002/11/8,198.846161,200,189.461533,111.395607,193.07692
